"Source","Meand13C","SDd13C","Meand15N","SDd15N"
"Rice.herb",1.07727131497339,0.501220052918817,2.41104760807689,0.58581894877019
"Tour.herb",0.682179107382927,0.477111691900245,2.05122257132535,0.714334989842693
"Detritivore",0.822987238198326,0.262506507655842,1.41749198411524,0.853114581387355
